"JointSubmissionId","Institution","UnitOfAssessment","MultipleSubmission","StaffIdentifier","OutputNumber","Year","OutputType","LongTitle","ShortTitle","Pagination","Publisher","Editors","ISBN","PublicationDate","EndDate","URL","DOI","OtherDetails","EnglishAbstract","ResearchGroup","IsInterdisciplinary","NumberofAdditionalAuthors","CoAuthor1","CoAuthor1External","CoAuthor2","CoAuthor2External","CoAuthor3","CoAuthor3External"
,"0156",22,,141849,1,,"D","<p>Concentration results for a Brownian directed percolation problem</p>","102 (2)","207-220","Stochastic Processes and their Applications",,"03044149",2002-Dec-01,,,"10.1016/S0304-4149(02)00177-1",,,,False,,"Hambly, Ben",False,"O'Connell, Neil",True,,
,"0156",22,,141860,4,,"D","<p><span class=""atl"" minmax_bound=""true"">A second generation human haplotype map of over 3.1 million SNPs&#160;</span></p>","449 (7164)","851-861","Nature",,"14764687",2007-Oct-18,,,"10.1038/nature06258","McVean and Daly (Broad Institute) co-chaired the Analysis Group for the Phase II HapMap data.  McVean led the writing of this paper, and he was primarily responsible for many of the analyses in the paper.

",,,True,258,"Daly, MJ",True,"Frazer, K A",True,"Ballinger, DG",True
,"0156",22,,141852,3,,"D","<p>A new multipoint method for genome-wide association studies by imputation of genotypes</p>","39 (7)","906 - 913","Nature Genetics",,"10614036",2007-Jul-01,,,"10.1038/ng2088",,,,True,1,"Donnelly, Peter",False,"Howie, Bryan",False,"McVean, Gil",False
,"0156",22,,185842,2,,"D","<p style="" text-autospace: none;"">Estimation and prediction for stochastic blockstructures</p>","96 (455)","1077-1087","Journal of the American Statistical Association",,"1537274X",2001-Sep-01,,,"10.1198/016214501753208735",,,,False,,"Nowicki, K",True,,,,
,"0156",22,,185842,4,,"D","<p style="" text-autospace: none;"">New specifications for exponential random graph models</p>","36 (1)","99-153","Sociological Methodology",,"14679531",2006-Dec-01,,,"10.1111/j.1467-9531.2006.00176.x",,,,False,,"Handcock, M S",True,"Pattison, P",True,"Robins, G L",True
,"0156",22,,185842,3,,"D","<p>Settings in Social Networks: A Measurement Model</p>","33 (1)","307- 341","Sociological Methodology",,"14679531",2003-Jan-01,,,"10.1111/j.0081-1750.2003.00134.x",,,,False,,"Schweinberger, M",True,,,,
,"0156",22,,185842,1,,"D","<p>The statistical evaluation of social network dynamics</p>","31 (1)","361-395","Sociological Methodology",,"14679531",2001-Jan-01,,,"10.1111/0081-1750.00099",,,,False,,,,,,,
,"0156",22,,141861,1,,"D","<p>Bounds on the minimum number of recombination events in a sample history</p>","163","375-394","Genetics",,"0016-6731 ",2003-Jan-01,,,,,,,True,,"Myers, Simon",False,,,,
,"0156",22,,244920,1,,"D","<p>High recombination rate in herpes simplex virus type 1 natural populations suggests significant co-infection.</p>","4 (2)","115-123","Infection Genetics and Evolution",,"15671348",2004-Jun-01,,,"10.1016/j.meegid.2004.01.009",,,,True,,"Donnelly, Peter",False,"Sakaota, Hiroshi",True,"Ward, Ryk",False
,"0156",22,,244920,2,,"D","<p>Patterns of Eurasian HSV-1 molecular diversity and inferences of human migrations</p>","6 (1)","63-74","Infection Genetics and Evolution",,"15671348",2006-Jan-01,,,"10.1016/j.meegid.2005.01.004",,,,True,,"Donnelly, Peter",False,"Sakaota, Hiroshi",True,"Ward, Ryk",False
,"0156",22,,244885,1,,"D","<p>Mining HIV protease cleavage data using genetic programming with a sum-product function</p>","20 (18)","3398-3405","Bioinformatics",,"14602059",2004-Dec-01,,,"10.1093/bioinformatics/bth414",,,,False,,"Yang, Zheng Rong",True,"Qiu, Jing ",True,,
,"0156",22,,244885,2,,"D","<p>One gene, two diseases and three conformations: Molecular dynamics simulations of mutants of human prion protein at room temperature and elevated temperatures</p>","59 (2)","275 ? 290","Proteins Structure Function and Bioinformatics",,"10970134",2005-May-01,,,"10.1002/prot.20401",,,,True,,"Shamsir, Mohd S",True,,,,
,"0156",22,,244885,4,,"D","<p>?-sheet containment by flanking prolines: Molecular Dynamic Simulations of the inhibition of ?-sheet elongation by proline residues in human prion protein</p>","92 (6)","2080-2089","Biophysical Journal",,"15420086",2007-Mar-01,,,"10.1529/biophysj.106.092320",,,,True,,"Shamsir, Mohd S",True,,,,
,"0156",22,,244885,3,,"D","<p>Predicting the phosphorylation sites using hidden Markov models and machine learning methods</p>","45 (4)","1147 - 1152","Journal of Chemical Information and Modeling",,"00952338",2005-Jul-01,,,"10.1021/ci050047+",,,,True,,"Senawongse, Pasak",True,"Yang, Zheng Rong",True,,
,"0156",22,,244991,1,,"D","<p>The consensus string problem and the complexity of comparing hidden Markov models</p>","65 (3)","545-569","Journal of Computer and System Sciences",,"10902724",2002-Dec-01,,,"10.1016/S0022-0000(02)00009-0",,,,True,,"Pedersen, C N S",True,,,,
,"0156",22,,244991,2,,"D","<p>Pairwise local structural alignment of RNA&#160;sequences with sequence similarity less than 40%.</p>","21 (9)","1815-1824","Bioinformatics",,"14602059",2005-Jan-18,,,"10.1093/bioinformatics/bti279",,,,True,,"Gorodkin, J",True,"Havgaard, J H",True,"Stormo, G D",True
,"0156",22,,244991,3,,"D","<p>Counting all possible ancestral configurations of sample sequences in population genetics</p>","3 (3)","239 - 251 ","IEEE/ACM Transactions on Computational Biology and Bioinformatics",,"15455963",2006-Jun-01,,,"10.1109/TCBB.2006.31",,,,True,,"Hein, J",False,"Song, Y S",False,,
,"0156",22,,210900,4,,"D","<p>Quasistationary distributions for one-dimensional diffusions with general killing</p>","359 (3)","1285?1324","Transactions of the American Mathematical Society",,"00029947",2007-Mar-01,,,"10.1090/S0002-9947-06-03980-8",,,,False,,"Evans, S N",True,,,,
,"0156",22,,210900,1,,"D","<p>Chasing balls through martingale fields</p>","30 (4)","2046 - 2080","The Annals of Probability",,"00911798",2002-Oct-01,,,"10.1214/aop/1039548381",,,,False,,"Scheutzow, M",True,,,,
,"0156",22,,210900,2,,"D","<p>Estimating some features of <em>NK</em> fitness landscapes</p>","12 (4)","1299 - 1321","The Annals of Applied Probability",,"10505164",2002-Nov-01,,,"10.1214/aoap/1037125864",,,,False,,"Evans, S N",True,,,,
,"0156",22,,210900,3,,"D","<p>A generalized model of mutation-selection balance with applications to aging</p>","35 (1)","16?33","Advances in Applied Mathematics",,"10902074",2005-Jul-01,,,"10.1016/j.aam.2004.09.003",,,,False,,"Evans, S N",True,"Wachter, K W",True,,
,"0156",22,,141853,3,,"D","<p>Growth of L?vy Trees</p>","139 (3-4)","313-371","Probability Theory and Related Fields",,"14322064",2007-Mar-06,,,"10.1007/s00440-007-0064-3",,,,False,,"Duquesne, T",True,,,,
,"0156",22,,244991,4,,"E","<p>Minimum recombination histories by branch and bound</p>","Algorithms in Bioinformatics 5th International Workshop, WABI 2005, Mallorca, Spain, October 3-6, 2005. Proceedings. ","239-250 ",,,,2005-Oct-03,,,"10.1007/11557067_20","Proceedings published in Springer Lecture Notes in Computer Science 3692/2005, Algorithms in Bioinformatics.
",,,False,,"Hein, J",False,"Song, Y.S",True,,
,"0156",22,,141848,4,,"H","<p>Dated ancestral trees from binary trait data and its application to the diversification of languages</p>",,,"arXiv.org",,,2007-Nov-13,,"http://arxiv.org/PS_cache/arxiv/pdf/0711/0711.1874v1.pdf",,"Formally accepted on 24 September 2007 for publication in the Journal of the Royal Statistical Society Series B.",,,False,,"Gray, R D",True,,,,
,"0156",22,,141853,4,,"H","<p>SLE and ?-SLE driven by L?vy processes</p>",,,"Annals of Probability",,,2007-Jun-27,,"http://www.imstat.org/aop/future_papers.htm ",,"Journal article formally accepted on 27 June 2007 for publication in the Annals of Probability

Paper online at http://www.e-publications.org/ims/submission/index.php/AOP/user/submissionFile/581?confirm=2513e793",,,False,,"Guan, Q-Y",False,,,,
,"0156",22,,141839,4,,"D","<p>A simple model for tuberculosis in cattle and badgers</p>","102 (49)","17588-17593","Proceedings of the National Academy of Sciences of the United States of America",,"10916490",2005-Dec-06,,,"10.1073/pnas.0509003102",,,,True,3,"Bourne, FJ",True,"Donnelly, CA",True,"Gettinby, G",True
,"0202",22,,242103,1,,"H","A hypercube queueing loss model with customer-dependent service rates",,,"European Journal of Operational Research",,"0377-2217",2007-Aug-01,,"http://0-www.sciencedirect.com.emu.londonmet.ac.uk/science?_ob=ArticleURL&_udi=B6VCT-4PHJTNK-3&_user=983321&_coverDate=08%2F27%2F2007&_alid=651781219&_rdoc=1&_fmt=summary&_orig=search&_cdi=5963&_sort=d&_docanchor=&view=c&_ct=4&_acct=C000044920&_version=1&_urlVersion=0&_userid=983321&md5=1bc206c1b7031b33c2016f05cc7fc10a","10.1016/j.ejor.2007.08.014",,,,False,,"Kovalenko I.N.",True,"Kuznetsov N.",True,"Mykhalevych K.V.",True
,"0202",22,,242103,2,,"D","Three cases of light-traffic insensitivity of the loss probability in a GI/G/m/0 loss system to the shape of the service time distribution.","45 (3)","245-271","Queueing systems",,"0257-0130",2002-Nov-01,,,"10.1023/A:1027328719269",,,,False,,"Kovalenko, I.N.",True,"Mykhalevych, K.V.",True,,
,"0202",22,,242103,3,,"D","On the economic tender quantity.","55 (8)","884-891","Journal of the Operational Research Society",,"0160-5682",2004-Aug-01,,,"10.1057/palgrave.jors.2601733",,,,False,0,,,,,,
,"0202",22,,242103,4,,"D","Heuristic methods for the analysis of a queuing system describing emergency medical service deployed along a highway","42 (3)","379-391","Cybernetics and Systems Analysis",,"1060-0396",2006-May-01,,,"10.1007/s10559-006-0075-6",,,,False,0,"Kovalenko, I.N.",True,"Kuznetsov, N.Yu.",True,"Mikhalevich, K.V.",True
,"0202",22,,242104,1,,"D","Excess winter morbidity among older people at risk of cold homes: a population based study in a London Borough.","27 (4)","353-358","Journal of Public Health",,"1741-3842",2005-Sep-01,,,"10.1093/pubmed/fdi051",,,,False,,"Rudge, J.",False,,,,
,"0202",22,,242104,2,,"D","Who plans to go to University? Statistical modelling of potential working class participation","9 (3)","239-263","Educational Research and Evaluation",,"1380-3611",2003-Sep-01,,,"10.1076/edre.9.3.239.15573",,,,False,,"Phillips, D.",False,"Collier, T.",False,,
,"0202",22,,242104,3,,"D","Measuring the health impact of temperatures in dwellings: Investigating excess winter morbidity and cold homes in the London Borough of Newham","39 (7)","847-858","Energy and Buildings",,"0378-7788",2007-Jul-01,,,"10.1016/j.enbuild.2007.02.007",,,,False,,"Rudge, J.",False,,,,
,"0202",22,,242104,4,,"D","The logistic regression model with response variables subject to randomized response.","51 (12)","6060-6069","Computational Statistics & Data Analysis",,"01679473",2007-Aug-01,,,"10.1016/j.csda.2006.12.002",,,,False,,"A van der Hout",True,"P van der Heijden",True,,
,"0202",22,,242105,1,,"D","Generalized additive models for location, scale and shape","54 (3)","507-554","Journal of the Royal Statistical Society Series C (Applied Statistics)",,"14679876",2005-Jun-01,,,"10.1111/j.1467-9876.2005.00510.x",,,,False,,"Stasinopoulos, D.",False,,,,
,"0202",22,,242105,2,,"D","Smooth centile curves for skew and kurtotic data modelled using the Box-Cox power exponential distribution","23 (19)","3053-3076","Statistics in Medicine",,"02776715",2004-Aug-01,,,"10.1002/sim.1861",,,,False,,"Stasinopoulos, D.",False,,,,
,"0202",22,,242105,3,,"D","Generalised Autoregressive Moving Average Models","98 (461)","214-223","Journal of the American Statistical Association",,"0162-1459",2003-Mar-01,,,"10.1198/016214503388619238",,,,False,,"Stasinopoulos, D.",False,"Benjamin, M.A.",True,,
,"0202",22,,242105,4,,"D","Using the Box-Cox t distribution in GAMLSS to model skewness and kurtosis","6 (3)","209-229","Statistical Modelling",,"1471-082X",2006-Oct-01,,,"10.1191/1471082X06st122oa",,,,False,,"Stasinopoulos, D.",False,,,,
,"0202",22,,242106,1,,"H","Mean and dispersion modelling for policy claims
costs",,,"Scandinavian Actuarial Journal",,"0346-1238",2007-Oct-24,,"http://www.informaworld.com/smpp/content~content=a783451475~db=all~order=pubdate",,,,,False,1,"G Z Heller",True,"P de Jong",True,"R Rigby",False
,"0202",22,,242106,2,,"G","gamlss1.6.0: A collection of functions to fit Generalized Additive Models for location scale and shape",,,"Stasinopoulos, Rigby","Website",,2006-Mar-09,,"http://studweb.north.londonmet.ac.uk/~stasinom/r-package-aug07.html",,,,,False,,"R Rigby",False,,,,
,"0202",22,,242106,3,,"H","Generalized additive models for location scale and shape (GAMLSS) in R",,,,,,2007-Oct-01,,"http://studweb.north.londonmet.ac.uk/~stasinom/papers/gamlss-20-07-07.pdf",,,,,False,,"R Rigby",False,,,,
,"0202",22,,242106,4,,"N","Child Growth Standards: Methods and development","WHO Multicentre Growth Reference Study Group","336","World Health Organisation",,,2006-Apr-01,,"http://www.who.int/childgrowth/standards/technical_report/en/index.html",,,,,False,,"R Rigby",False,,,,
,"0113",22,,6821,1,,"D","Fork-decompositions of matroids","32 (3)","523-575","Advances in Applied Mathematics",,"0196-8858",2004-Apr-01,,,"10.1016/S0196-8858(03)00058-7",,,"A",True,,"Oxley, James",True,"Semple, Charles",True,"Whittle, Geoff",True
,"0113",22,,6821,2,,"D","The structure of equivalent 3-separations in a 3-connected matroid","35 (2)","123-181","Advances in Applied Mathematics",,"0196-8858",2005-Aug-01,,,"10.1016/j.aam.2005.01.003",,,"A",True,,"Oxley, James",True,"Semple, Charles",True,,
,"0113",22,,7769,2,,"D","An evolutionary heuristic for the index tracking problem","148 (3)","621-643","European Journal of Operational Research",,"0377-2217",2003-Aug-01,,,"10.1016/S0377-2217(02)00425-3",,,"A",False,,"Chang, T.-J.",True,"Meade, N.",True,,
,"0113",22,,7770,2,,"D","A co-operative parallel heuristic for mixed zero-one linear programming: Combining simulated annealing with branch and bound
","164 (1)","12-23","European Journal of Operational Research",,"0377-2217",2005-Jul-01,,,"10.1016/j.ejor.2002.12.002",,,"A",False,,"Mitra, G.",False,"Nwana, V. ",False,,
,"0113",22,,7770,3,,"D","A two-stage parallel branch and bound algorithm for mixed integer programs","15 (3)","227-242","IMA Journal of Management Mathematics",,"1471-678X",2004-Jul-01,,,"10.1093/imaman/15.3.227",,,"A",False,,"Mitra, G.",False,"Nwana, V. ",False,,
,"0113",22,,7770,4,,"D","Properties of a growing random directed network","23 (2)","267-271","The European Physical Journal B",,"1434-6028",2001-Sep-01,,,"10.1007/s100510170076",,,"A",False,,"Rodgers, G.J.",False,,,,
,"0113",22,,7771,1,,"D","An application of Lagrangian relaxation to a capacity planning problem under uncertainty 
 ","52 (11)","1256-1266","Journal of the Operational Research Society",,"0160-5682 ",2001-Nov-01,,,"10.1057/palgrave.jors.2601221",,,"A",False,,"MirHassani, S.A.",False,"Mitra, G.",False,"Poojari, C.A.",False
,"0113",22,,7771,2,,"D","Computational aspects of alternative portfolio selection models in the presence of discrete asset choice constraints","1 (5)","489-501","Quantitative Finance",,"1469-7688",2001-May-01,,,"10.1088/1469-7688/1/5/301",,,"A",False,,"Horniman, M.D.",False,"Jobst, N.J. ",False,"Mitra, G.",False
,"0113",22,,7771,4,,"D","Treasury management model with foreign exchange exposure","32 (1-2)","179-207","Computational Optimization and Applications",,"0926-6003",2005-Oct-01,,,"10.1007/s10589-005-2059-2",,,"A",False,,"Mitra, Gautam ",False,"Spagnolo, Fabio  ",False,"Volosov, Konstantin ",False
,"0113",22,,7772,4,,"D","Integrating market and credit risk: A simulation and optimisation perspective","30 (2)","717-742","Journal of Banking and Finance",,"0378-4266",2006-Feb-01,,,"10.1016/j.jbankfin.2005.04.005",,,"A",False,,"Jobst, Norbert J. ",False,"Zenios, Stavros A.",True,,
,"0113",22,,7772,3,,"D","Extracting pure network submatrices in linear programs using signed graphs","137 (3)","359-372","Discrete Applied Mathematics",,"0166-218X",2004-Mar-15,,,"10.1016/S0166-218X(03)00361-5",,,"A",False,,"Gulpinar, N.",False,"Gutin, G.",True,"Zverovitch, A.",False
,"0113",22,,7773,2,,"D","Primal-dual variable neighbourhood for the simple plant-location problem","19 (4)","552-564","INFORMS Journal on Computing",,"1526-5528",2007-Sep-01,,,"10.1287/ijoc.1060.0196",,,"A",False,,"Brimberg, Jack ",True,"Hansen, Pierre ",True,"Urosevic, Dragan ",True
,"0113",22,,7775,1,,"D","Likelihood-based local linear estimation of the conditional variance function ","99 (465)","139-144","Journal of the American Statistical Association",,"0162-1459",2004-Mar-01,,,"10.1198/016214504000000133",,,"A",False,,"Jones, M.C.",True,,,,
,"0113",22,,7775,2,,"D","Bayesian analysis of a Tobit quantile regression model","137 (1)","260-276","Journal of Econometrics",,"0304-4076",2007-Mar-01,,,"10.1016/j.jeconom.2005.10.002",,,"A",False,,"Stander, Julian",True,,,,
,"0113",22,,7775,4,,"D","Local linear additive quantile regression","31 (3)","333-346","Scandinavian Journal of Statistics",,"0303-6898",2004-Sep-01,,,"10.1111/j.1467-9469.2004.03_035.x",,,"A",False,,"Lu, Zudi",True,,,,
,"0113",22,,7769,1,,"D","Recovering metabolic pathways via optimization ","23 (1)","92-98","Bioinformatics",,"1367-4803 ",2007-Jan-01,,,"10.1093/bioinformatics/btl554","This journal, in common with a number of others in the bioinformatics field, publishes online supplements to accompany the printed paper that appears in hard copy form in the journal. These supplements are subject to the same referring process, and are published at the same time, as the paper which they accompany.

For this paper there are six PDF files accessible from the Supplementary Data link on the right-hand side of the main online journal page associated with the paper:
http://bioinformatics.oxfordjournals.org/cgi/content/abstract/btl554?ijkey=I1hEG1b4pqKCoyu&keytype=ref
",,"A",False,,"Planes, Francisco J. ",False,,,,
,"0113",22,,7769,3,,"D","Scatter search and bionomic algorithms for the aircraft landing problem","171 (2)","439-462","European Journal of Operational Research",,"0377-2217",2006-Jun-01,,,"10.1016/j.ejor.2004.09.040",,,"A",False,,"Pinol, H.",True,,,,
,"0113",22,,7772,2,,"D","Creating advanced bases for large scale linear programs exploiting embedded network structure","21 (1)","71-93","Computational Optimization and Applications",,"0926-6003",2002-Jan-01,,,"10.1023/A:1013548430005",,,"A",False,,"Gulpinar, Nal?n",False,"Maros, Istv?n",True,,
,"0113",22,,7773,3,,"D","Reformulation descent applied to circle packing problems","32 (9)","2419-2434","Computers & Operations Research",,"0305-0548",2005-Sep-01,,,"10.1016/j.cor.2004.03.010",,,"A",False,,"Plastria, Frank ",True,"Urosevic, Dragan ",True,,
,"0113",22,,7769,4,,"D","Improving short-term conflict alert via tabu search","53 (6)","593-602","Journal of the Operational Research Society",,"0160-5682",2002-Jun-01,,,"10.1057/palgrave.jors.2601358","This paper (and its authors) won the Goodeve Medal (2002) awarded by the Operational Research Society for the best paper published in the Society?s journals. ",,"A",False,,"Howells, H.",True,"Sonander, J.",True,,
,"0113",22,,133418,1,,"D","Statistical reconstruction of transcription factor activity using Michaelis-Menten kinetics","63 (3)","816-823","Biometrics",,"0006-341X",2007-Sep-01,,,"10.1111/j.1541-0420.2007.00757.x",,,"A",False,1,"Khanin, R. ",True,"Mersinias, V. ",True,"Smith, C.P.  ",True
,"0113",22,,133418,2,,"D","Reconstructing repressor protein levels from expression of gene targets in Escherichia coli ","103 (49)","18592-18596","Proceedings of the National Academy of Sciences",,"1091-6490",2006-Dec-05,,,"10.1073/pnas.0603390103",,,"A",False,,"Khanin, R. ",True,"Wit, E.  ",True,,
,"0113",22,,133418,3,,"D","An experimental evaluation of a loop versus a reference design for two-channel microarrays","21 (4)","492-501","Bioinformatics",,"1367-4803",2005-Feb-15,,,"10.1093/bioinformatics/bti022",,,"A",False,8,"D'Alimonte, D. ",True,"Khanin, R. ",True,"Liu, X. ",False
,"0113",22,,133418,4,,"D","Local versus global models for classification problems: Fitting models where it matters","57 (2)","124-131","The American Statistician",,"0003-1305",2003-May-01,,,"10.1198/0003130031423",,,"A",False,,"Hand, D.J.  ",True,,,,
,"0113",22,,7775,3,,"D","Likelihood-based kernel estimation in semiparametric errors-in-covariables models with validation data","98 (3)","455--480","Journal of Multivariate Analysis",,"0047-259X",2007-Mar-01,,,"10.1016/j.jmva.2005.05.011",,,"A",False,,"Wang, Qihua",True,,,,
,"0113",22,,7773,1,,"D","Pooling problem: Alternate formulations and solution methods","50 (6)","761-776","Management Science",,"0025-1909 ",2004-Jun-01,,,"10.1287/mnsc.1030.0207",,,"A",False,1,"Audet, Charles",True,"Brimberg, Jack",True,"Hansen, Pierre",True
,"0113",22,,7773,4,,"D","An oil pipeline design problem","51 (2)","228-239","Operations Research",,"0030-364X",2003-Mar-01,,,"10.1287/opre.51.2.228.12786",,,"A",False,1,"Brimberg, Jack",True,"Hansen, Pierre",True,"Lih, Keh-Wei",True
,"0113",22,,7770,1,,"D","Mean-risk models using two risk measures: A multi-objective approach","7 (4)","443-458","Quantitative Finance",,"1469-7688",2007-Aug-01,,,"10.1080/14697680701448456",,,"A",False,,"Mitra, Gautam",False,"Roman, Diana",False,,
,"0113",22,,376071,1,,"D","Portfolio construction based on stochastic dominance and target return distributions ","108 (2-3)","541-569","Mathematical Programming",,"0025-5610",2006-Sep-01,,,"10.1007/s10107-006-0722-8",,,"A",False,,"Darby-Dowman, K.",False,"Mitra, Gautam",False,,
,"0113",22,,7771,3,,"H","Robust solutions and risk measures for a supply chain planning problem under uncertainty",,,"Journal of the Operational Research Society",,"0160-5682",2007-Jan-31,,"http://www.palgrave-journals.com/jors/journal/vaop/ncurrent/abs/2602381a.html","10.1057/palgrave.jors.2602381","This paper will appear in the Journal of the Operational Research Society, the paper being made available online on the web site associated with that journal on 31 January 2007.",,"A",False,,"Mitra, G.",False,"Poojari, C.A.",False,,
,"0113",22,,7772,1,,"D","Stochastic programming and scenario generation within a simulation framework: An information systems perspective","42 (4)","2197?2218","Decision Support Systems",,"0167-9236",2007-Jan-01,,,"10.1016/j.dss.2006.06.013",,,"A",False,,"Birbilis, George",False,"Di Domenica, Nico",False,"Valente, Patrick",False
,"0109",22,,334240,1,,"D","<div>Estimating mixtures of regressions</div>","12 (1)","55-79","Journal of Computational and Graphical Statistics",,"1061-8600",2003-Mar-01,,,"10.1198/1061860031329",,,,False,,"Justel A",True,"Robert CP",True,,
,"0109",22,,334240,2,,"D","<div>Bayesian point estimation of quantitative trait loci</div>","60 (1)","60-68","Biometrics",,"0006-341X",2004-Mar-01,,,"10.1111/j.0006-341X.2004.00167.x",,,,False,,"Sisson SA",True,,,,
,"0109",22,,334240,3,,"D","<div>Improving the acceptance rate of reversible jump MCMC  proposals</div>","69 (2)","189-198","Statistics & Probability Letters",,"0167-7152",2004-Aug-01,,,"10.1016/j.spl.2004.06.025",,,,False,,"Al-Awadhi F",False,"Jennison C",False,,
,"0109",22,,334240,4,,"D","<div>Statistical image analysis for a confocal microscopy two-dimensional section of cartilage growth</div>","53 (1)","31-49","Journal of the Royal Statistical Society: Series C (Applied Statistics)",,"0035-9254",2004-Jan-01,,,"10.1046/j.0035-9254.2003.05177.x",,,,False,,"Al-Awadhi F",False,"Jennison C",False,,
,"0109",22,,334241,1,,"D","<div>Modelling daily multivariate pollutant data at multiple sites</div>","51 (3)","351-372","JOURNAL OF THE ROYAL STATISTICAL SOCIETY: SERIES C, APPLIED STATISTICS",,"0035-9254",2002-Jul-01,,,"10.1111/1467-9876.00273",,,,False,,"Wakefield J",True,,,,
,"0109",22,,334241,2,,"D","<div>Health-Exposure Modelling and the Ecological Fallacy</div>","7 (3)","438-455","Biostatistics",,"1465-4644",2006-Jul-01,,,"10.1093/biostatistics/kxj017",,,,False,,"Wakefield J",True,,,,
,"0109",22,,334241,3,,"H","<div>Time-varying coefficient models for the analysis of air pollution and health outcome data.</div>",,,"Biometrics",,"0006-341X",2007-Apr-09,,"http://www.blackwell-synergy.com/doi/full/10.1111/j.1541-0420.2007.00776.x","10.1111/j.1541-0420.2007.00776.x","This paper was accepted in 2007 for publication in Biometrics and appeared in `online early' form in 2007.",,,False,,"Lee D",False,,,,
,"0109",22,,334242,1,,"D","<div>Bayes Linear Kinematics and Bayes Linear Bayes Graphical Models</div>","91 (2)","425-446","Biometrika",,"0006-3444",2004-Jun-01,,"http://dx.doi.org/10.1093/biomet/91.2.425","10.1093/biomet/91.2.425",,,,False,,"Goldstein M",True,,,,
,"0109",22,,334242,2,,"D","<div>Nonparametric adaptive opportunity-based age replacement strategies</div>","57 (1)","63-81","Journal of the Operational Research Society",,"0160-5682",2006-Jan-01,,"http://dx.doi.org/10.1057/palgrave.jors.2601954","10.1057/palgrave.jors.2601954",,,,False,,"Coolen FPA",True,"Coolen-Schrijner P",True,,
,"0109",22,,334243,1,,"D","<div>A Conceptual Approach to a Path Result for Branching Brownian Motion</div>","116 (12)","1992-2013","STOCHASTIC PROCESSES AND THEIR APPLICATIONS",,"0304-4149",2006-Dec-01,,"http://dx.doi.org/10.1016/j.spa.2006.05.010","10.1016/j.spa.2006.05.010",,,,False,,"Hardy R",False,,,,
,"0109",22,,334243,2,,"D","<div>Exponential growth rates in a typed branching diffusion</div>","17 (2)","609-653","THE ANNALS OF APPLIED PROBABILITY",,"1050-5164",2007-Apr-01,,"http://projecteuclid.org/euclid.aoap/1174323258","10.1214/105051606000000853",,,,False,,"Git Y",True,"Harris JW",False,,
,"0109",22,,334243,3,,"D","<div>Further probabilistic analysis of the Fisher-Kolmogorov-Petrovskii-Piscounov equation: one sided travelling-waves</div>","42 (1)","125-145","ANNALES DE L'INSTITUT HENRI POINCARE (B) PROBABILITES ET STATISTIQUES",,"0246-0203",2006-Jan-01,,"http://dx.doi.org/10.1016/j.anihpb.2005.02.005","10.1016/j.anihpb.2005.02.005",,,,False,,"Harris JW",False,"Kyprianou AE",False,,
,"0109",22,,334243,4,,"D","<div>Survival probabilities for branching Brownian motion with absorption</div>","12","81-92","ELECTRONIC COMMUNICATIONS IN PROBABILITY",,"1083-589X",2007-Apr-01,,"http://www.math.washington.edu/~ejpecp/ECP/include/getdoc.php?id=4139&article=1862&mode=pdf",,,,,False,,"Harris JW",False,,,,
,"0109",22,,334245,1,,"D","<div>Limit theorems for random point measures generated by cooperative sequential adsorption</div>","124 (6)","1425-1441","Journal of Statistical Physics",,"0022-4715",2006-Sep-01,,,"10.1007/s10955-006-9170-3",,,,False,,,,,,,
,"0109",22,,334245,2,,"D","<div>Coverage of the whole space</div>","35 (4)","898-912","Advances in Applied Probability",,"0001-8678",2003-Dec-01,,,"10.1239/aap/1067436326",,,,False,,"Molchanov I",True,,,,
,"0109",22,,334245,3,,"D","<div>Critical growth of a semi-linear process</div>","41 (2)","355-367","Journal of Applied Probability",,"0021-9002",2004-Jun-01,,,"10.1239/jap/1082999071",,,,False,,"Molchanov I",True,"Zuyev S",True,,
,"0109",22,,334245,4,,"D","<div>Asymptotic analysis of a particle system with mean-field interaction</div>","11 (3)","489-518","Markov Processes and Related Fields",,"1024-2953",2005-Jun-01,,"http://arxiv.org/PS_cache/math/pdf/0408/0408372v2.pdf",,,,,False,,"Manita A",True,,,,
,"0109",22,,334247,1,,"D","<div>A spatial model for the needle losses of pine-trees in the forests of Baden-Wurttemberg: an application of Bayesian structured additive regression</div>","56 (1)","29-50","JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C - APPLIED STATISTICS",,"0035-9254",2007-Jan-01,,,"10.1111/j.1467-9876.2007.00563.x",,,,True,,"Lang S",True,"Musio M",True,"von Wilpert K",True
,"0109",22,,334247,2,,"D","<div>The practical utility of incorporating model selection uncertainty into prognostic models for survival data</div>","5 (2)","95-118","STATISTICAL MODELLING: An International Journal",,"1471-082X",2005-Jul-01,,,"10.1191/1471082X05st089oa",,,,False,,"Sauerbrei W",True,"Schumacher M",True,,
,"0109",22,,334248,1,,"D","<div>The universality classes in the parabolic Anderson model</div>","267 (2)","307-353","COMMUNICATIONS IN MATHEMATICAL PHYSICS",,"0010-3616",2006-Oct-01,,"http://www.springerlink.com/content/t60w157067616676/?p=de2b1252be5c4fd08b81b97da1646670&pi=3","10.1007/s00220-006-0075-4",,,,False,,"van der Hofstad R",True,"Konig W",True,,
